run_id,timestamp_local,timestamp_utc,mode,label,strategy,start,end,data_start,data_end,data_bars,is_probe,n_symbols,symbols,universe_hash,timeframe,bar_provider,starting_cash,costs_model,total_return,cagr,sharpe,sortino,calmar,max_drawdown,longest_dd_days,n_trades,win_rate,profit_factor,expectancy,total_costs,benchmark_total_return,alpha_annualized,beta,information_ratio,deflated_sharpe_p,n_trials,runtime_sec,code_fingerprint,data_fingerprint,python_version,notes,adx_min,avg_bars_held,avg_cost_per_trade,avg_loss,avg_loss_ex_boundary,avg_win,avg_win_ex_boundary,benchmark_max_dd,benchmark_sharpe,best,boundary_contaminated,correlation,cost_model,day_trades,diag_ambiguous_stop_target_bars,diag_bar_seconds,diag_bars_processed,diag_day_timeout_suppressed_bars,diag_exits_blocked_min_hold,diag_kill_switch_days,diag_orders_rejected_cash,diag_orders_rejected_cluster,diag_orders_rejected_exposure,diag_orders_rejected_liquidity,diag_orders_rejected_risk,diag_orders_rejected_vol_target,diag_orders_trimmed_by_cluster,diag_orders_trimmed_by_exposure,diag_orders_trimmed_by_vol_target,diag_peak_exposure_pct,diag_regime_blocked_bars,diag_regime_blocked_signals,diag_regime_unavailable_bars,diag_signals_generated,diag_slip_scale,donchian_period,ending_equity,exit_reasons,expectancy_ex_boundary,experiment,feed,fix_news_scoring,grid_size,is_oos_degradation,limit_allow_extended_hours,limit_cluster_corr_threshold,limit_cluster_lookback_days,limit_cluster_map,limit_daily_loss_limit_pct,limit_day_trade_exits,limit_day_trade_stop_pct,limit_day_trade_target_pct,limit_disable_day_timeout,limit_exit_check,limit_exit_scan_window,limit_extended_hours_max_pos_pct,limit_extended_hours_stop_mult,limit_max_cluster_exposure_pct,limit_max_hold_days_swing,limit_max_hold_hours_day,limit_max_position_pct,limit_max_positions,limit_max_total_exposure_pct,limit_min_hold_bars,limit_min_price,limit_regime_filter,limit_regime_ma_days,limit_regime_symbol,limit_regime_vol_max,limit_risk_per_trade_pct,limit_stop_loss_pct,limit_swing_only,limit_take_profit_pct,limit_trailing_arm_pct,limit_trailing_stop_pct,limit_vol_lookback_days,limit_vol_target_annual,max_dd,max_exposure,mc_boot_median_final,mc_boot_median_max_dd,mc_boot_p05_final,mc_boot_p95_final,mc_boot_p95_max_dd,mc_boot_prob_profitable,mc_median_final,mc_median_max_dd,mc_n_trades,mc_p05_final,mc_p95_final,mc_p95_max_dd,mc_perm_median_max_dd,mc_perm_p95_max_dd,mc_perm_worst_max_dd,mc_prob_profitable,mc_realised_final,mc_worst_max_dd,median_bars_held,min_confidence,n_boundary_exits,n_trades_ex_boundary,n_windows,no_news,offline,param_adx_exit_min,param_adx_min,param_adx_period,param_adx_scale,param_atr_min_mult,param_atr_period,param_chandelier_k,param_donchian_period,param_ema_fast,param_ema_slow,param_entry_style,param_exit_on_ema_cross,param_extended_min_confidence,param_min_confidence,param_momentum_lookback,param_momentum_pct_thresh,param_news_bearish_thresh,param_news_bullish_thresh,param_pullback_atr_max,param_rsi_extended,param_rsi_overbought,param_rsi_oversold,param_rsi_period,param_rsi_pullback_hi,param_rsi_pullback_lo,param_score_fixed,param_sep_scale_atr,param_slope_bars,param_stability,param_trigger_scale_atr,param_use_news,param_volume_period,param_volume_surge_mult,param_volume_z_min,param_volume_z_scale,param_w_news,param_w_quality,param_w_trend,param_w_trigger,param_w_volume,param_warmup_bars,pct_exits_at_fold_boundary,pct_windows_profitable,pnl_before_costs,preset,profit_factor_ex_boundary,rsi_oversold,starting_equity,swing_trades,symbols_audited,symbols_clean,symbols_with_issues,total_bars,total_commission,total_slippage,variant,volume_surge_mult,wf_grid,win_rate_ex_boundary,worst
20260824_182412_single_swing-liquid15_a625f7,2026-08-24 18:24:12,2026-08-24T23:24:12Z,single,swing-liquid15,,2024-08-19 08:00:00+00:00,2026-08-18 23:55:00+00:00,,,,False,15,AAPL|AMZN|BAC|CAT|COST|CVX|GE|GOOGL|JPM|LLY|MSFT|NVDA|UNH|WMT|XOM,b903a736fc,5Min,,100000.0,REALISTIC,0.08880541042766588,0.04350929800908787,0.20174834996789356,0.17220928007325173,0.40590993318951757,-0.1071895375094789,126.31597222222223,133.0,0.5263157894736842,1.1613528149516505,66.7709852839595,8864.531557233398,0.418159631704476,0.0316416701888741,0.317436900449224,-0.073844449803859,0.14116510170475494,9.0,264.98,a625f708f76e,7e7eb0c5c92a,3.14.7,H: Swing only will reduce the amount of unnecessary trades and make the algo more profitable.,,833.1353383458646,66.65061321228119,-873.6195211409381,,913.1224410663673,,-0.20846397584565102,0.7201080354350623,3083.292471273246,,0.1223576817069386,,0.0,0.0,300.0,96000.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9998847135242839,0.0,0.0,0.0,163.0,,,108880.54104276658,"{""max_hold_swing"": 51, ""stop_loss"": 43, ""take_profit"": 6, ""trailing_stop"": 33}",,,default,False,,,True,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,,1.0,,,,,,,,,,,,,,,,,,,956.0,,,,,False,True,,,,,0.5,14.0,,,,,,,0.6,0.49,20.0,0.015,0.45,0.55,,,72.0,35.0,,,,False,,,,,True,,1.8,,,,,,,,80.0,,,17745.072600000007,liquid15,,,100000.0,133.0,,,,,0.0,8864.531557233398,,,,,-1441.7632232742965
20260824_182837_single_swing-crypto_proxy_a625f7,2026-08-24 18:28:37,2026-08-24T23:28:37Z,single,swing-crypto_proxy,,2024-08-19 08:00:00+00:00,2026-08-18 23:55:00+00:00,,,,False,5,CLSK|COIN|MARA|MSTR|RIOT,3319f568a1,5Min,,100000.0,REALISTIC,-0.23497663951761727,-0.12547818940593503,0.08406714266263687,0.08803787642362261,-0.2481411431971217,-0.5056726498042123,396.40625,684.0,0.4868421052631579,0.9459750533157056,-34.35330987099724,71721.09495176209,0.418159631704476,-0.03238848567748808,0.8821148803721394,-0.09990872178459556,0.08243007261700253,10.0,110.0,a625f708f76e,2a4c3d304270,3.14.7,H: Swing only will reduce the amount of unnecessary trades and make the algo more profitable.,,266.48830409356725,104.85540197626037,-1239.1481278952099,,1235.5655523707403,,-0.20846397584565102,0.7201772643433366,6467.900352563812,,0.22233667453683953,,0.0,0.0,300.0,95982.0,0.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.9999677787179021,0.0,0.0,0.0,742.0,,,76502.33604823827,"{""end_of_backtest"": 1, ""max_hold_swing"": 11, ""stop_loss"": 337, ""take_profit"": 59, ""trailing_stop"": 276}",,,default,False,,,True,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,,1.0,,,,,,,,,,,,,,,,,,,192.0,,,,,False,True,,,,,0.5,14.0,,,,,,,0.6,0.49,20.0,0.015,0.45,0.55,,,72.0,35.0,,,,False,,,,,True,,1.8,,,,,,,,80.0,,,48223.431,crypto_proxy,,,100000.0,684.0,,,,,0.0,71721.09495176209,,,,,-3010.7774902985484
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,zero,0.613844690000001,,0.44521034592969455,,,,,1256.0,,,,0.0,,,,,,,1040.34,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,zero,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.3883684549822489,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,zero,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,large_cap_rth,-0.034147935053365996,,0.22476069818068656,,,,,1233.0,,,,44389.33400533664,,,,,,,1040.35,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,large_cap_rth,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.4226859610685083,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,large_cap_rth,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,realistic,-0.3206564717782693,,0.07211025706528404,,,,,1199.0,,,,70633.15577782695,,,,,,,1040.37,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,realistic,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.5469780658394743,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,realistic,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,pessimistic,-0.8068276562616163,,-0.4676248059156782,,,,,1162.0,,,,95419.54162616162,,,,,,,1040.39,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,pessimistic,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.8273088730697307,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,pessimistic,,,,
20260825_002035_robustness_robustness-swing-mixed18_a625f7,2026-08-25 00:20:35,2026-08-25T05:20:35Z,robustness,robustness-swing-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,zero,0.6386273810000007,,0.4514576012179489,,,,,1262.0,,,,0.0,,,,,,,1617.26,a625f708f76e,7f7745319a61,3.14.7,H: Swing only will reduce the amount of unnecessary trades and make the algo more profitable.,,,,,,,,,,,,,zero,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,True,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.3883684549822489,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,zero,,,,
20260825_002035_robustness_robustness-swing-mixed18_a625f7,2026-08-25 00:20:35,2026-08-25T05:20:35Z,robustness,robustness-swing-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,large_cap_rth,-0.004659631423195809,,0.23709559135003655,,,,,1228.0,,,,44224.36174231958,,,,,,,1617.28,a625f708f76e,7f7745319a61,3.14.7,H: Swing only will reduce the amount of unnecessary trades and make the algo more profitable.,,,,,,,,,,,,,large_cap_rth,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,True,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.4226859610685083,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,large_cap_rth,,,,
20260825_002035_robustness_robustness-swing-mixed18_a625f7,2026-08-25 00:20:35,2026-08-25T05:20:35Z,robustness,robustness-swing-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,realistic,-0.3902630020951636,,0.025598218439047544,,,,,1202.0,,,,69983.61060951639,,,,,,,1617.3,a625f708f76e,7f7745319a61,3.14.7,H: Swing only will reduce the amount of unnecessary trades and make the algo more profitable.,,,,,,,,,,,,,realistic,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,True,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.5469780658394743,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,realistic,,,,
20260825_002035_robustness_robustness-swing-mixed18_a625f7,2026-08-25 00:20:35,2026-08-25T05:20:35Z,robustness,robustness-swing-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,pessimistic,-0.8171330488371836,,-0.5033931354994519,,,,,1164.0,,,,95161.01148371834,,,,,,,1617.31,a625f708f76e,7f7745319a61,3.14.7,H: Swing only will reduce the amount of unnecessary trades and make the algo more profitable.,,,,,,,,,,,,,pessimistic,,,,,,,,,,,,,,,,,,,,,,,,,,,cost_sensitivity,default,False,,,True,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.8273088730697307,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,pessimistic,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,-0.5457452364983213,,-0.08210279292050664,,,,,1892.0,,,,,,,,,,,2644.32,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_min_confidence,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.661503382714014,1.0,,,,,,,,,,,,,,,,,,,,0.4,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,min_confidence=0.4,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,-0.5457452364983213,,-0.08210279292050664,,,,,1892.0,,,,,,,,,,,2644.34,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_min_confidence,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.661503382714014,1.0,,,,,,,,,,,,,,,,,,,,0.45,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,min_confidence=0.45,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,-0.3206564717782693,,0.07211025706528404,,,,,1199.0,,,,,,,,,,,2644.36,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_min_confidence,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.5469780658394743,1.0,,,,,,,,,,,,,,,,,,,,0.49,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,min_confidence=0.49,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,0.03509549797498135,,0.123340415608149,,,,,20.0,,,,,,,,,,,2644.38,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_min_confidence,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.07731542441528483,1.0,,,,,,,,,,,,,,,,,,,,0.55,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,min_confidence=0.55,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,0.037427878073112986,,0.12854507010955382,,,,,19.0,,,,,,,,,,,2644.39,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_min_confidence,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.07684293116834795,1.0,,,,,,,,,,,,,,,,,,,,0.6,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,min_confidence=0.6,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,0.03950330986221662,,0.13311040211264824,,,,,18.0,,,,,,,,,,,2644.41,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_min_confidence,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.07684293116834795,1.0,,,,,,,,,,,,,,,,,,,,0.65,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,,,,,,,,,,min_confidence=0.65,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,-0.33918497708368234,,0.060320421591379764,,,,,1200.0,,,,,,,,,,,3943.77,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_rsi_oversold,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.5469780658394743,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,25.0,,,,,,,,,rsi_oversold=25.0,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,-0.33918497708368234,,0.060320421591379764,,,,,1200.0,,,,,,,,,,,3943.79,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_rsi_oversold,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.5469780658394743,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,30.0,,,,,,,,,rsi_oversold=30.0,,,,
20260825_001942_robustness_robustness-swing-rth-mix_a625f7,2026-08-25 00:19:42,2026-08-25T05:19:42Z,robustness,robustness-swing-rth-mixed18,,2024-08-19,2026-08-19,,,,False,18,AAPL|AMD|AMZN|CLSK|COIN|GOOGL|IONQ|LCID|MARA|META|MSFT|MSTR|NVDA|PLTR|RIOT|RIVN|SMCI|TSLA,d848afd031,5Min,,100000.0,varies,-0.3206564717782693,,0.07211025706528404,,,,,1199.0,,,,,,,,,,,3943.81,a625f708f76e,7f7745319a61,3.14.7,"H: Swing and no extended hours will provide the bot with better, more reasonable trades and result in a higher sharpe due to less volatile trades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitivity_rsi_oversold,default,False,,,False,0.7,,,0.06,False,0.03,0.09,False,close,,0.1,1.5,,10.0,8.0,0.2,100.0,1.0,0.0,2.0,,200.0,SPY,,0.05,0.05,True,0.14,0.05,0.04,20.0,,-0.5469780658394743,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed18,,35.0,,,,,,,,,rsi_oversold=35.0,,,,
