symbol,matched,live_entry,bt_entry,entry_gap_min,live_entry_px,bt_entry_px,entry_px_diff_bps,live_exit_px,bt_exit_px,exit_px_diff_bps,live_hold_h,bt_hold_h,live_pnl_pct,bt_pnl_pct
AMD,False,2026-04-09 13:57:17.193142+00:00,,,,,,,,,,,,
AMD,False,2026-04-09 13:57:17.193142+00:00,,,,,,,,,,,,
AMD,False,2026-04-09 13:57:17.193142+00:00,,,,,,,,,,,,
AMD,False,2026-04-09 13:57:17.193142+00:00,,,,,,,,,,,,
AMD,False,2026-04-09 13:57:17.810717+00:00,,,,,,,,,,,,
AMD,False,2026-04-09 13:57:18.566120+00:00,,,,,,,,,,,,
AMD,False,2026-04-09 13:57:18.873585+00:00,,,,,,,,,,,,
AMD,False,2026-04-24 14:27:59.520355+00:00,,,,,,,,,,,,
AMD,False,2026-04-24 14:27:59.520355+00:00,,,,,,,,,,,,
AMD,False,2026-04-24 14:27:59.520355+00:00,,,,,,,,,,,,
AMD,False,2026-04-24 14:27:59.520355+00:00,,,,,,,,,,,,
AMD,False,2026-04-28 14:45:16.437836+00:00,,,,,,,,,,,,
AMD,False,2026-04-28 14:45:16.896823+00:00,,,,,,,,,,,,
AMD,False,2026-04-28 14:45:17.478800+00:00,,,,,,,,,,,,
AMD,False,2026-04-28 14:45:18.084486+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 10:58:06.262316+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 11:32:28.894862+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 11:32:29.073757+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 11:32:29.341183+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 11:32:29.721686+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 11:32:35.256454+00:00,,,,,,,,,,,,
AMD,False,2026-05-06 11:32:35.712734+00:00,,,,,,,,,,,,
AMD,False,2026-05-07 13:51:47.188536+00:00,,,,,,,,,,,,
AMD,False,2026-05-07 13:51:48.043497+00:00,,,,,,,,,,,,
AMD,False,2026-05-07 13:51:48.043497+00:00,,,,,,,,,,,,
AMD,False,2026-05-07 13:51:48.043497+00:00,,,,,,,,,,,,
AMD,True,2026-05-12 13:45:13.843800+00:00,2026-05-12 13:40:00+00:00,-5.230729999999999,456.62,454.0641696523168,-55.97280775443879,432.51,430.3942396034801,-48.91818447018276,2.2390122658333333,2.9166666666666665,-0.0528010161622355,-0.0521290417320553
AMD,True,2026-05-26 14:08:14.117533+00:00,2026-05-26 14:05:00+00:00,-3.2352922166666667,488.8,493.2044955823739,90.10833842827121,460.51,502.736708255815,916.9552942566943,337.8201455002778,8.083333333333334,-0.0578764320785597,0.0193271001355847
AMD,False,2026-05-26 14:08:14.117533+00:00,,,,,,,,,,,,
