symbol,entry_time,exit_time,entry_price,exit_price,qty,pnl,pnl_pct,hold_hours,same_day_round_trip,entry_extended_hours,exit_extended_hours,source
WOLF,2026-03-11 17:55:33.644430+00:00,2026-03-13 13:33:12.519565+00:00,18.0,17.44,114.0,-63.839999999999854,-0.03111111111111104,43.62746531527778,False,True,False,live
WOLF,2026-03-11 17:55:32.965233+00:00,2026-03-13 13:33:12.519565+00:00,17.98,17.44,44.0,-23.759999999999962,-0.030033370411568363,43.62765398111111,False,True,False,live
WOLF,2026-03-11 17:55:30.674628+00:00,2026-03-13 13:33:12.519565+00:00,17.98,17.44,486.0,-262.4399999999996,-0.030033370411568363,43.62829026027777,False,True,False,live
WOLF,2026-03-11 17:55:31.375698+00:00,2026-03-13 13:33:12.519565+00:00,17.98,17.44,22.0,-11.879999999999981,-0.030033370411568363,43.62809551861111,False,True,False,live
WOLF,2026-03-11 17:55:31.229789+00:00,2026-03-13 13:33:12.519565+00:00,17.98,17.44,415.0,-224.09999999999965,-0.030033370411568363,43.628136048888884,False,True,False,live
WOLF,2026-03-11 17:55:29.623560+00:00,2026-03-13 13:33:12.519565+00:00,17.99,17.44,794.0,-436.6999999999978,-0.030572540300166606,43.628582223611104,False,True,False,live
WOLF,2026-03-11 17:55:32.528618+00:00,2026-03-13 13:33:12.519565+00:00,17.98,17.44,23.0,-12.41999999999998,-0.030033370411568363,43.62777526305556,False,True,False,live
ONDS,2026-03-13 13:57:45.694010+00:00,2026-03-13 16:26:06.671813+00:00,10.75,10.21,715.0,-386.0999999999994,-0.050232558139534804,2.4724938341666665,True,True,False,live
ONDS,2026-03-13 13:57:46.254997+00:00,2026-03-13 16:26:06.671813+00:00,10.75,10.21,1200.0,-647.999999999999,-0.050232558139534804,2.4723380044444445,True,True,False,live
WULF,2026-03-13 14:24:37.509548+00:00,2026-03-13 19:22:17.907091+00:00,15.39,14.6,454.0,-358.6600000000004,-0.0513320337881742,4.961221539722222,True,True,False,live
HOOD,2026-03-09 13:47:26.385139+00:00,2026-03-13 19:22:17.926938+00:00,76.83,72.88,52.0,-205.40000000000015,-0.051412208772614904,101.58098383305556,False,False,False,live
HOOD,2026-03-09 13:47:25.485950+00:00,2026-03-13 19:22:17.926938+00:00,76.86,72.88,8.0,-31.840000000000032,-0.051782461618527245,101.58123360777778,False,False,False,live
HOOD,2026-03-09 13:47:24.975105+00:00,2026-03-13 19:22:17.926938+00:00,76.86,72.88,96.0,-382.0800000000004,-0.051782461618527245,101.58137550916666,False,False,False,live
WULF,2026-03-13 14:24:37.509548+00:00,2026-03-13 19:22:18.247126+00:00,15.39,14.6,288.0,-227.52000000000027,-0.0513320337881742,4.961315993888889,True,True,False,live
WULF,2026-03-13 14:24:37.888959+00:00,2026-03-13 19:22:18.247126+00:00,15.39,14.6,391.0,-308.8900000000004,-0.0513320337881742,4.961210601944444,True,True,False,live
WULF,2026-03-13 14:24:37.888959+00:00,2026-03-13 19:22:18.828081+00:00,15.39,14.6,185.0,-146.15000000000018,-0.0513320337881742,4.961371978333333,True,True,False,live
WULF,2026-03-13 14:24:38.335505+00:00,2026-03-13 19:22:18.828081+00:00,15.39,14.6,20.0,-15.800000000000018,-0.0513320337881742,4.961247937777778,True,True,False,live
ARM,2026-03-09 13:43:44.424821+00:00,2026-03-17 13:35:17.177959+00:00,111.86,126.25,77.0,1108.03,0.12864294654031827,191.8590980938889,False,False,False,live
ARM,2026-03-09 13:43:45.130641+00:00,2026-03-17 13:35:17.177959+00:00,111.86,126.25,29.0,417.31,0.12864294654031827,191.85890203277776,False,False,False,live
FNGU,2026-03-09 13:53:21.031106+00:00,2026-03-19 13:31:14.398817+00:00,19.31,18.19,59.0,-66.07999999999984,-0.058001035732780815,239.63149103083333,False,False,False,live
FNGU,2026-03-09 13:53:21.835643+00:00,2026-03-19 13:31:14.398817+00:00,19.31,18.19,505.0,-565.5999999999987,-0.058001035732780815,239.63126754833334,False,False,False,live
FNGU,2026-03-09 13:53:22.415181+00:00,2026-03-19 13:31:14.398817+00:00,19.31,18.19,55.0,-61.59999999999986,-0.058001035732780815,239.63110656555554,False,False,False,live
MARA,2026-03-13 19:23:17.010106+00:00,2026-03-19 13:31:46.689488+00:00,9.34,8.38,757.0,-726.7199999999993,-0.10278372591006414,138.1415776061111,False,True,False,live
CLSK,2026-03-13 14:52:53.834405+00:00,2026-03-19 13:32:35.776643+00:00,9.99,9.15,1558.0,-1308.7199999999998,-0.08408408408408406,142.66165062166667,False,True,False,live
MARA,2026-03-13 19:23:17.010106+00:00,2026-03-19 13:33:22.235954+00:00,9.34,8.5,1173.0,-985.3199999999998,-0.0899357601713062,138.1681182911111,False,True,False,live
CLSK,2026-03-13 14:52:53.834405+00:00,2026-03-19 13:34:17.434191+00:00,9.99,9.22,504.0,-388.0799999999998,-0.07707707707707703,142.68988882944444,False,True,False,live
RIVN,2026-03-19 13:37:07.460467+00:00,2026-03-19 16:36:43.977277+00:00,16.71,15.85,1093.0,-939.9800000000013,-0.05146618791143035,2.9934768916666665,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:14.155831+00:00,54.62,51.79,305.0,-863.1499999999995,-0.05181252288538994,0.6049114027777778,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:14.625645+00:00,54.62,51.78,20.0,-56.799999999999926,-0.05199560600512626,0.6050419066666667,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:15.249841+00:00,54.62,51.79,15.0,-42.449999999999974,-0.05181252288538994,0.6052152944444444,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:16.239742+00:00,54.62,51.79,2.0,-5.659999999999997,-0.05181252288538994,0.6054902669444444,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:17.198121+00:00,54.62,51.77,8.0,-22.799999999999955,-0.052178689124862586,0.6057564833333333,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:18.388307+00:00,54.62,51.79,1.0,-2.8299999999999983,-0.05181252288538994,0.6060870905555555,True,True,False,live
SOXL,2026-03-20 13:49:56.474781+00:00,2026-03-20 14:26:19.428765+00:00,54.62,51.77,1.0,-2.8499999999999943,-0.052178689124862586,0.6063761066666667,True,True,False,live
ONDS,2026-03-16 13:48:26.943683+00:00,2026-03-20 17:26:26.625675+00:00,10.63,10.05,413.0,-239.54000000000002,-0.05456255879586078,99.63324499777778,False,True,False,live
ONDS,2026-03-16 13:48:27.475980+00:00,2026-03-20 17:26:26.625675+00:00,10.63,10.05,882.0,-511.56000000000006,-0.05456255879586078,99.63309713749999,False,True,False,live
ONDS,2026-03-16 13:48:27.475980+00:00,2026-03-20 17:26:27.218086+00:00,10.63,10.05,465.0,-269.70000000000005,-0.05456255879586078,99.63326169611112,False,True,False,live
ONDS,2026-03-16 13:48:27.475980+00:00,2026-03-20 17:26:27.771004+00:00,10.63,10.05,155.0,-89.9,-0.05456255879586078,99.63341528444444,False,True,False,live
TQQQ,2026-03-09 13:53:21.181865+00:00,2026-03-20 17:36:44.145985+00:00,45.74,43.44,180.0,-414.0000000000008,-0.050284215128990034,267.7230455888889,False,False,False,live
TQQQ,2026-03-09 13:53:21.181865+00:00,2026-03-20 17:36:44.517893+00:00,45.74,43.44,42.0,-96.60000000000018,-0.050284215128990034,267.72314889666666,False,False,False,live
TQQQ,2026-03-09 13:53:21.466590+00:00,2026-03-20 17:36:44.517893+00:00,45.73,43.44,16.0,-36.639999999999986,-0.05007653619068444,267.7230698063889,False,False,False,live
TQQQ,2026-03-09 13:53:22.067829+00:00,2026-03-20 17:36:44.517893+00:00,45.73,43.44,7.0,-16.029999999999994,-0.05007653619068444,267.72290279555557,False,False,False,live
TQQQ,2026-03-09 13:53:23.080733+00:00,2026-03-20 17:36:44.517893+00:00,45.73,43.44,4.0,-9.159999999999997,-0.05007653619068444,267.7226214333333,False,False,False,live
TQQQ,2026-03-09 13:53:23.385949+00:00,2026-03-20 17:36:44.517893+00:00,45.74,43.44,11.0,-25.300000000000047,-0.050284215128990034,267.7225366511111,False,False,False,live
